Distance,Mean,SD
0.0,1.6666666666666667,0.4714045207910317
50.0,4.0,1.4142135623730951
100.0,5.666666666666667,2.6246692913372702
150.0,7.0,5.887840577551898
200.0,8.333333333333334,6.128258770283412
250.0,9.333333333333334,6.128258770283412
300.0,7.666666666666667,4.0276819911981905
350.0,5.333333333333333,3.39934634239519
400.0,1.0,0.816496580927726
450.0,0.0,0.0
